approveDate,articleID,articleWordCount,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,inReplyTo,newDesk,parentID,parentUserDisplayName,permID,picURL,printPage,recommendations,recommendedFlag,replyCount,reportAbuseFlag,sectionName,sharing,status,timespeople,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL,typeOfMaterial
1519953018,5a9752a2410cf7000162e8ba,1043,"What's the point of detailing all the bad things that Trump has done, once again?  We already know he's awful.  And sadly, we're used to it.  Trump, along with all his flaws, has been ""normalized.""  Listing all the awful things he's done, any one of which would have resulted in impeachment for Obama if he'd done the same, still results in a collective ""meh"" from other members of the ruling party.  I don't think Trump will ever be held to account for anything, since our expectations for him are already so low.  The only answer to the mess that is Trump is to vote Democratic on Election Day 2018.",26173817,26173817,<br/>,comment,1519949764,1,0,0,Editorial,0,,26173817,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,1,,0,,,0,approved,1,0,1519953018,Bob G.,9984870,San Francisco,,,Editorial
1519953018,5a9752a2410cf7000162e8ba,1043,"Judge Curiel did what a judge does or should do , interpret the law and render a judgement , If trump wins at all it's because he wears people out by being contrary and vituperative . He does not recognize what following the letter of the law means , simply because he doesn't care . Yes Mr. Trump , your job is very hard because you work for the people and the government agencies are not there to do your bidding.",26173411,26173411,<br/>,comment,1519947111,1,0,0,Editorial,0,,26173411,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,0,,,0,approved,1,0,1519953018,sm,67399135,new york,,,Editorial
1519953017,5a9752a2410cf7000162e8ba,1043,"Of course, Trump supporters will likely not see this incisive op-ed piece or dismiss it as biased “fake news” because of its source (i.e., ""the failing NYT”).<br/><br/>But I wonder if there is not a real possibility that the disordered and self-serving thinking of our current president will reach a level of obviousness even his own supporters won’t be able to ignore it anymore.<br/><br/>I could imagine this happening once Trump inevitably says or does something that goes too far against his promises to and/or the values of his base in his never-ending quest for popularity and approval.<br/><br/>I am not a mental health professional. But even a lay person can see there is enough evidence now to support a reasonable conclusion he is personality disordered and suffers from a pathological level of narcissism and number of Machiavellian traits.<br/><br/>It is difficult to imagine Trump not ultimately self-imploding due to his inability to cooperate with others, accept advice, or admit any mistakes. <br/><br/>The way he turns on people, how will he retain the cooperation and loyalty of others necessary to maintain the false illusions he wants people to buy into about himself?<br/><br/>Trump now occupies a position that exposes him to what probably seems to him an intolerable level of criticism and scrutiny.<br/><br/>Used to buying secrecy, this new spotlight he can’t directly control is probably fueling his anxiety and rash statements, which reveal his extreme ignorance and dishonesty. <br/><br/>Methinks (hope) “the length truth will out.”",26173527,26173527,<br/>,comment,1519947801,1,0,0,Editorial,0,,26173527,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,0,,,0,approved,0,0,1519953017,Nicole Slanker,71271183,"Fresno, CA",,,Editorial
1519953016,5a9752a2410cf7000162e8ba,1043,"At times it seems Trump gets his Tweeting points frrom his friends on the TV that direct him toward a theme.  But other times it feels like he has an idea but other people help him with the words and concepts.<br/><br/>Trump is President,  But just like Obama I don't agree with his actions.  I don't think I have liked many of the presidents that were in office during my voting years. (am 54).  I even went so far as to announce on my Blog that I was running for the office in 2007,  But my ideas are more radical than bernie sanders.  Though I did agree with Trump's stated idea of why can't we be friends with Russia.  But unlike others, I'd try to be friends with every nation, and fight (pun intended) a war on wars.<br/><br/>Gerald Celente  wanted a Peace movement.  I have been for peace all my life.  But sadly the world is still a violent place and Peace is a hard things to get done in a world that worships Money.<br/><br/>So big wavy hands wall is in the works.  When everyone wants to escape to the places south of us, we will lament that wall.<br/><br/>Ban guns and hand everyone a flower and tell that is their new weapon.  ",26171679,26171679,<br/>,comment,1519938699,1,0,0,Editorial,0,,26171679,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,1,,0,,,0,approved,1,0,1519953016,Charles E Owens Jr,61202258,arkansas,,,Editorial
1519942211,5a9752a2410cf7000162e8ba,1043,Glad to see this judge is waking up.,26168110,26168110,<br/>,comment,1519924440,1,0,0,Editorial,0,,26168110,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/2681/151/cropped-2681151.jpg?0.6863092290791046,26,0,,0,,,0,approved,1,0,1519942211,Garz,2681151,Mars,,,Editorial
1519941398,5a9752a2410cf7000162e8ba,1043,"So the judge who ""El Presidente"" described as incapable of making objective determinations because of his  Mexican heritage has made one and response from the White House is.........nothing.  Another example of how the imposter in the White House is not able to demonstrate fitness for the office.  Admit you were wrong.  Not going to happen.",26170552,26170552,<br/>,comment,1519933580,1,0,0,Editorial,0,,26170552,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,4,,0,,,0,approved,1,0,1519941398,Dennis W,69428878,So. California,,,Editorial
1519941161,5a9752a2410cf7000162e8ba,1043,"The sanguine view of Judge Curiel's decision would be that he dispassionately rendered an opinion based only on his reading of the law; the more disturbing inference would be he was intimidated by Trump's bullying and caved.<br/>As others have suggested, he ought to have recused himself from this case and all others involving Mr. Trump.<br/>Of course, as time goes on, Mr. Trump may work his way through every judge and be left with only Mr. Gorsuch to sit in judgment of him.",26171022,26171022,<br/>,comment,1519935739,1,0,0,Editorial,0,,26171022,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,1,,0,,,1,approved,1,0,1519941161,Claudia,57198434,New Hampshire,,,Editorial
1519941131,5a9752a2410cf7000162e8ba,1043,"Thank you for the accurate description of how a narcissist like Trump uses public bullying, intimidation, and lying to generate public support for promoting his own interests. However, I think that Judge Curiel's ability to continue ""to do his job"" and adhere to principal speaks more to his job security as a judge than to anything else.<br/><br/>It's the protection and security of Judge Curiel's lifetime appointment that allows him to thumb his nose politely at Trump. Otherwise, he'd be faced with the same conundrum most people face: Navigating along a rocky road of compromises in one's integrity and dignity by attempting to please a boss or benefactor to maintain one's livelihood. Trump, the Republican Party, the NRA, private businesses for example, all successfully use threats of personal intimidation and job loss to stifle free speech and advance their agendas.<br/><br/>Trump's personality disorder and its influences merely serves to highlight the public benefit of an impartial judiciary that operates independently and without fear from personal threats or acts of retaliation.",26171013,26171013,<br/>,comment,1519935715,1,0,0,Editorial,0,,26171013,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,2,,0,,,0,approved,1,0,1519941131,gb,59421558,Oregon,,,Editorial
1519941094,5a9752a2410cf7000162e8ba,1043,"""In Mr. Trump’s world, nothing is sacred and everything is transactional.""<br/><br/>Yes, but even in the domain of transactions he's no great shakes.  Tony Schwartz's mythological creation notwithstanding, Trump has careened through a roller-coaster career with most of his time spent dragging stakeholders through the mud. Even now...",26171392,26171392,<br/>,comment,1519937488,1,0,0,Editorial,0,,26171392,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,1,,0,,,0,approved,1,0,1519941094,Jonathan,8619304,Brooklyn,,,Editorial
1519941091,5a9752a2410cf7000162e8ba,1043,Things are calm today because Kelly gave Trump a bowl of ice cream at lunch. The screaming tantrums may return by dinner.,26171653,26171653,<br/>,comment,1519938563,1,0,0,Editorial,0,,26171653,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,1,,0,,,0,approved,1,0,1519941091,alan,70720254,"san francisco, ca",,,Editorial
1519941090,5a9752a2410cf7000162e8ba,1043,"Not surprised at all by Trumps behaviors. <br/><br/>Trump would call the guy who mugs him and sticks a knife in his belly, ""a good, great guy"" - IF the guy asked for an autograph on a copy of ""The Art of The Deal."" <br/><br/>""Hey he's a fan...! Great guy...although a little erratic with sharp instruments...""",26171891,26171891,<br/>,comment,1519939699,1,0,0,Editorial,0,,26171891,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,0,,,0,approved,1,0,1519941090,Boregard,73746179,NYC,,,Editorial
1519941088,5a9752a2410cf7000162e8ba,1043,"When will our media learn Donald Trump's secret of success - exaggeration and ""White Lies?""  Every Southerner and slick Yankee salesman learns how to exaggerate or embroider a story to keep enemies at bay, rivals off balance, and customers salivating.<br/><br/>Donald Trump's florid tastes and personality make hyperbole and falsehoods particularly useful for him and in business and politics. It's the Art of the Deal: you can use a good story to woe potential investors and buyers/fool attorneys and enthuse voters. A little crazy can empower negotiations or cover up bumbling ignorance.<br/>Ivanka understands this and plays along. Jared sort of gets it. The media seem clueless.<br/><br/>Good 'Ol Boy Jeff Sessions understood Trump's act until Jeff faced a prison term for lying to the FBI. Hope Hicks, educated at SMU, recognized Donald Trump's ""White Lies"", ""poetic license"", i.e. ""Southern hyperbole"" to promote his agenda and throw off the FBI/media.<br/><br/>Prior to modern communications systems, TV, and the internet, the South was boring. So, raconteurs learned to weave tall tales known to be exaggerated or even false, for entertainment or ulterior reasons. Trump is an adept raconteur (Shakespeare would hint skillful fool) for ulterior motives. Orange Man is a superb, entertaining bloviator, beloved by his voters and other wits. The crazier, the more Trump's voters love him. Thus far, it's kept Mueller and the whole FBI at bay. It's kept Kim Jong Un guessing. It may even keep Trump from impeachment.",26171208,26171208,<br/>,comment,1519936564,1,0,0,Editorial,0,,26171208,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,0,,,0,approved,1,0,1519941088,San Francisco Voter,36234712,San Francisco,,,Editorial
1519941078,5a9752a2410cf7000162e8ba,1043,kudos to Curiel,26171203,26171203,<br/>,comment,1519936541,1,0,0,Editorial,0,,26171203,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,0,,,0,approved,1,0,1519941078,Anthony,79070806,High Plains,,,Editorial
1519941060,5a9752a2410cf7000162e8ba,1043,"Having worked in the federal courts in various ways for 30 years now, I have to say that Donald Trump was right to criticize Gonzalo Curiel almost two years ago.<br/><br/>The claims the plaintiffs made in the fraud case against Donald Trump (as opposed to the other defendants) were based on ""sales puffery"" and were too weak to withstand a motion to dismiss. Donald Trump had the only deep pockets, so if he were dismissed the plaintiffs would have gotten nothing. That's why Gonzalo Curiel would not dismiss the case. <br/><br/>Had the case gone to trial and appeal Donald Trump would have won. The plaintiffs may have been defrauded, but it wasn't by Donald Trump. While his words may have been ill-chosen, Donald Trump was right to criticize Gonzalo Curiel's decision. <br/><br/>The federal courts need more criticism like Donald Trump gave them. Federal judges have become American aristocracy. They are appointed for life. They sit on thrones dressed in robes and demand to be called ""your honor"".  Any one of the hundreds of them can stop even a president from doing his job. And no one can overrule their decisions except another member of the aristocracy. <br/><br/>That's crazy. Who gave them this awesome power? No one. They took it. ",26170476,26170476,<br/>,comment,1519933271,1,1,0,Editorial,0,,26170476,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,4,,1,,,1,approved,1,0,1519941061,John Smithson,65703212,California,,,Editorial
1519941059,5a9752a2410cf7000162e8ba,1043,"The definition of a ""good"" or ""bad: judge does not revolve around whether or not they find in your favor.<br/><br/>A good judge is one who knows the law, and applies it without fear or favor to a set of facts presented to them.<br/><br/>I guess that's just too sophisticated and nuanced of an idea for Trump to grasp. ",26171735,26171735,<br/>,comment,1519938909,1,0,0,Editorial,0,,26171735,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,1,,0,,,0,approved,1,0,1519941059,Nancy Parker,39620600,"Englewood, FL",,,Editorial
1519941058,5a9752a2410cf7000162e8ba,1043,"The central theme here is Trump's personal and financial interests.  In this case, he is so eager to be ""right,"" that a win, even over a foolish and expensive wall, is more important than his biases.  On the other hand, had he lost, we'd surely have been reminded that Judge Curiel was ""bad,"" etc.  <br/><br/>Mr. Trump behaves like a 2 year old, and I say that with apologies to children.  Nothing matters outside himself.  No one else matters, with the possible exception of his family.  He trusts few outside his family; hence the rampant White House nepotism.  <br/><br/>He has to gloat because his fragile ego is always needy.  But tomorrow he may say something else, just as with his intermittent complaints about Mr. Sessions, one of Trump's earliest supporters.",26170582,26170582,<br/>,comment,1519933704,1,0,0,Editorial,0,,26170582,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,1,,0,,,1,approved,1,0,1519941058,Barbara,58425266,SC,,,Editorial
1519933146,5a9752a2410cf7000162e8ba,1043,"To say ""Donald Trump Gets a Lesson..."" suggests the man can learn.  Everything he says and does suggests that is not remotely possible.",26169742,26169742,<br/>,comment,1519930458,1,0,0,Editorial,0,,26169742,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,11,,0,,,0,approved,1,0,1519933146,Doug Fuhr,56670518,Ballard,,,Editorial
1519933132,5a9752a2410cf7000162e8ba,1043,"Put Trump in a room with legislators and it takes only seconds to see that his ignorance is clearly on display the moment of his first utterance. For a man who arrogantly boasts of his deal-making prowess, he is easier to play than a kindergartner. Just flatter Donald and he is putty in your hands. Dare to be a judge of Hispanic descent and he'll turn your ethnic makeup into the reason why you're corrupt and biased. What a fool!",26169996,26169996,<br/>,comment,1519931344,1,0,0,Editorial,0,,26169996,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,3,,0,,,0,approved,1,0,1519933132,nzierler,13957398,new hartford ny,,,Editorial
1519933123,5a9752a2410cf7000162e8ba,1043,"Shorter NYT, again: ""We told you so."" It's doubtful that he cares. Again. ",26170351,26170351,<br/>,comment,1519932761,1,0,0,Editorial,0,,26170351,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/706/3142/cropped-7063142.jpg,26,1,,0,,,0,approved,1,0,1519933123,Next Conservatism,7063142,United States,,,Editorial
1519930742,5a9752a2410cf7000162e8ba,1043,"Oh yeah. How about Sen. John McCain, AG Jeff Sessions and commentator Mona Charen? They have all been trashed in these pages and now find favor with this newspaper as reasonable people. Look in the mirror today. ",26164237,26164237,<br/>,comment,1519908861,1,0,0,Editorial,0,,26164237,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,1,,0,,,0,approved,1,0,1519930742,Sue Mee,63427522,Hartford CT,,,Editorial
1519930739,5a9752a2410cf7000162e8ba,1043,"Gee, I wonder who Judge Curiel was referring to in his closing statement. Half the time I am disgusted that we have a juvenile for president or someone who never developed character so he never became an adult. The rest of the time I am just disgusted with the horror of a Trump sitting in our oval office.<br/><br/>""By the pricking of my thumb, something wicked this way comes."" The prologue to his 2300 and counting tweets made as 'president'.",26168088,26168088,<br/>,comment,1519924369,1,0,0,Editorial,0,,26168088,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,4,,0,,,0,approved,1,0,1519930739,Andrea Landry,79346918,"Lynn, MA",,,Editorial
1519930739,5a9752a2410cf7000162e8ba,1043,I find it refreshing that the NYT has finally discovered that the Twitter crowd is full of twits.,26166130,26166130,<br/>,comment,1519917239,1,0,0,Editorial,0,,26166130,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,3,,0,,,0,approved,1,0,1519930739,Mark,70675640,MA,,,Editorial
1519930738,5a9752a2410cf7000162e8ba,1043,"Being a terribly flawed, amoral human being is not, unfortunately, a disqualification for being elected President.  We've had other unprincipled egoists in the Oval Office, though none as transparently so as the current occupant.  Just because Trump behaves like the tinpot dictator of a banana republic doesn't mean we have become one.  But the absence of any principled leadership by the Congress---unless you count putting billions more in the pockets of billionaires as principled---is what has sent the country hurtling into plutocracy at home and irrelevance abroad.  The only ray of hope in this sordid mess is the capacity, in some isolated matters where money isn't the sole driver of policy, for less-than-superrich people to have their opinions heard by the politically powerful.  Both #MeToo and the Parkland kids are examples of this.  I only wish there were more.",26169566,26169566,<br/>,comment,1519929802,1,0,0,Editorial,0,,26169566,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,3,,0,,,0,approved,1,0,1519930738,Robert D. Croog,71770383,"Chevy Chase, MD",,,Editorial
1519930709,5a9752a2410cf7000162e8ba,1043,"More Trump bashing ....nice picture ? Get over it , you got 8 years of Trump .",26164569,26164569,<br/>,comment,1519910717,1,0,0,Editorial,0,,26164569,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,0,,,1,approved,1,0,1519930709,Barry DeWalt,55588183,Arlington TX,,,Editorial
1519930708,5a9752a2410cf7000162e8ba,1043,Mr. Trump is a racist of the first order.,26165773,26165773,<br/>,comment,1519916038,1,0,0,Editorial,0,,26165773,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,9,,0,,,0,approved,1,0,1519930708,Jose Villela,57197109,Cabo San Lucas,,,Editorial
1519930707,5a9752a2410cf7000162e8ba,1043,Congratulations to the Editorial Board for coming up with “brain squirt”. It has all the repellent descriptive power of the more common flatulent phrase while remaining “fit to print”.,26163387,26163387,<br/>,comment,1519897167,1,0,0,Editorial,0,,26163387,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,10,,0,,,0,approved,1,0,1519930707,Charlie B,42569,USA,,,Editorial
1519930706,5a9752a2410cf7000162e8ba,1043,Some 400 pound guy in a bathrobe on a bed in DC strikes again.,26167646,26167646,<br/>,comment,1519922902,1,0,0,Editorial,0,,26167646,http://graphics8.nytimes.com/images/apps/timespeople/none.png,26,5,,0,,,0,approved,1,0,1519930706,C. Morris,29602765,Idaho,,,Editorial
1519930705,5a9752a2410cf7000162e8ba,1043,Editorial Board you have told me nothing new.  It is not news that Trump swings like a pendulum in his name calling.  One minute an individual will be praised and the next minute damned.  Trump's whirling dervish mind spins out contradictions faster than any NYT columnist can keep up with.  My advice is when Trump praises someone immediately draft a story about Trump's criticism of that person.  Then all you have to do is fill in the reason and push the print button when it happens.,26167341,26167341,<br/>,comment,1519921757,1,0,0,Editorial,0,,26167341,http://graphics8.nytimes.com/images/apps/timespeople/none.png,26,1,,0,,,0,approved,1,0,1519930705,Lawrence DeMattei,64927461,"Seattle, WA",,,Editorial
1519929884,5a9752a2410cf7000162e8ba,1043,"""As 280-character brain-squirts from America’s thumbiest commander in chief go, the one President Trump emitted late Tuesday night appeared harmless enough.""<br/><br/>Three hags I met in a forest told me that Trump would be all thumbs at being President; but, as Macbeth could have told me, I would not understand what they meant until it came to pass.",26164348,26164348,<br/>,comment,1519909497,1,0,0,Editorial,0,,26164348,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,5,,0,,,0,approved,1,0,1519929884,Charles Vekert,54868348,Highland MD,,,Editorial
1519929880,5a9752a2410cf7000162e8ba,1043,"Trump is mentally ill and a sociopath. I cannot imagine why anyone would want to work with or for him, be married to him, be related to him, or vote for him. He's is a big fat nothing in every sense of the word.<br/>I wish the media would stop covering him. Just don't cover him at all and see has fast he brings himself into line. He craves attention and the more he gets it the worse his narcissism becomes. Leave him completely alone. Do not cover him. Ignore him.",26168888,26168888,<br/>,comment,1519927167,1,0,0,Editorial,0,,26168888,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,7,,0,,,0,approved,1,0,1519929880,Alabama,77423994,Democrat,,,Editorial
1519929851,5a9752a2410cf7000162e8ba,1043,"I do believe trump is regressing in his behaviors, actions, and comments. I used to believe he acted like a 10 year old, but now he seems to act like a 4 year old. <br/><br/>""You're my friend. You're not my friend.""<br/>""I like you. I hate you.""<br/>""You are very smart. You are so stupid.""<br/><br/>Interesting, his nanny (""Hopey"") just quit, largely because of his behavior.<br/><br/>And I thought that course in developmental psychology was a waste of time. How old will trump be after 2 more years? And how many baby sitters will be required for his around-the-clock care?",26165158,26165158,<br/>,comment,1519913529,1,0,0,Editorial,0,,26165158,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,3,,0,,,0,approved,1,0,1519929851,Alabama Speaks,39795408,"Auburn, AL",,,Editorial
1519929849,5a9752a2410cf7000162e8ba,1043,The proof is in the Putin',26164067,26164067,<br/>,comment,1519907870,1,0,0,Editorial,0,,26164067,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6551/2019/cropped-65512019.jpg?0.10713317734189332,26,4,,0,,,0,approved,1,0,1519929849,s.whether,65512019,mont,,,Editorial
1519929849,5a9752a2410cf7000162e8ba,1043,"Once again, the NYT has it backwards. The Judge got a lesson from Trump- and learned from it.",26163473,26163473,<br/>,comment,1519899954,1,0,0,Editorial,0,,26163473,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,2,,0,,,0,approved,1,0,1519929849,steve,65431352,Paia,,,Editorial
1519929742,5a9752a2410cf7000162e8ba,1043,"With all respect to Judge Curiel, I'm against building a wall but his previous tenure as the Chief of Narcotics  Enforcement Division makes him the expert on the perils of drug smuggling across the border from Mexico.  ",26167653,26167653,<br/>,comment,1519922936,1,0,0,Editorial,0,,26167653,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,0,,,0,approved,1,0,1519929742,Bruce Savin,67999402,Montecito,,,Editorial
1519929715,5a9752a2410cf7000162e8ba,1043,Trump’s word is as good as Walmart’s gold earring collection: 100% Fake! Next week he’ll have the NRA down to Mar-ugh-Lago for a barbecue and shooting range. Trump doesn’t stand for Trump any longer: there is nothing left of him!,26168282,26168282,<br/>,comment,1519924985,1,0,0,Editorial,0,,26168282,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,0,,,0,approved,1,0,1519929715,MaxCornise,59665831,Washington Heights,,,Editorial
1519929713,5a9752a2410cf7000162e8ba,1043,"""very bad judg"" and ""big legal win"" tweets from Trump re Judge Curiel whom he maligned as only he can for beingf ""happens to be, we believe, Mexican.""  Face it, Trump is the most disgraceful president ever to live in our White Houjse and host visitors in our Oval Office and have 2 other White Houses at his dispolsal in NYC, NJ, and FL. Since when is an ignorant, narcisstic, braggart considered a public servant in our country?  Trump a servant?  NEVER in caps.",26164074,26164074,<br/>,comment,1519907883,1,0,0,Editorial,0,,26164074,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3346/1964/cropped-33461964.jpg?0.37582302685856367,26,0,,0,,,0,approved,1,0,1519929713,Nan Socolow,33461964,"West Palm Beach, FL",,,Editorial
1519929712,5a9752a2410cf7000162e8ba,1043,The imbecile-in-chief thinks that everything is about him.  Hopefully any monies going toward the ridiculous wall will be withheld.  With such an excess already going go needless military spending perhaps someone will draw a line.,26162990,26162990,<br/>,comment,1519885378,1,0,0,Editorial,0,,26162990,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,3,,0,,,0,approved,1,0,1519929712,Suzanne Wheat,58806381,North Carolina,,,Editorial
1519929543,5a9752a2410cf7000162e8ba,1043,That is a perfect portrayal of an unhinged president.,26165851,26165851,<br/>,comment,1519916301,1,0,0,Editorial,0,,26165851,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,0,,,0,approved,1,0,1519929543,EA,77894385,WA,,,Editorial
1519929542,5a9752a2410cf7000162e8ba,1043,"The Judge did his job, he issued his ruling to his interpretation of the law not because of his heritage. This is something Trump could never do because he does not understand following the rules, obeying the law. Trump viciously put down the Judge because Trump assumes everyone thinks like him. Filled with prejudice, malice, and revenge, Trump has no capacity for empathy.  With Trump it's always about himself. With his presence, he shames America every day.<br/><br/>DD<br/>Manhattan",26169098,26169098,<br/>,comment,1519928092,1,0,0,Editorial,0,,26169098,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,1,,0,,,0,approved,1,0,1519929542,Dennis D.,22528152,New York City,,,Editorial
1519929540,5a9752a2410cf7000162e8ba,1043,"Trump is a conman.<br/><br/>I never take anything he says seriously.<br/><br/>It is a waste of time to ""analyze"" anything he says.<br/><br/>Watch what he does.",26166947,26166947,<br/>,comment,1519920292,1,0,0,Editorial,0,,26166947,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,4,,0,,,0,approved,1,0,1519929540,Independent,46988223,the South,,,Editorial
1519929539,5a9752a2410cf7000162e8ba,1043,"First, attributing trump's behavior to his mental maladies is falling for his ploy of concealing his criminal behavior with stupidity. A mistake many in the media are still making.<br/>He is a traitor and criminal. He disrupts the U.S. institutions to aid Putin's group. He does so in exchange for Russian money received since the 90's.<br/>PROSECUTE RUSSIAGATE! ",26165433,26165433,<br/>,comment,1519914697,1,0,0,Editorial,0,,26165433,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,2,,0,,,0,approved,1,0,1519929539,tbs,30754130,detroit,,,Editorial
1519928827,5a9752a2410cf7000162e8ba,1043,"OK, Trump was wrong about Curiel, but were the plaintiffs in this case wrong as well.  How was he selected to preside over this matter?  Did the plaintiffs engage in some forum shopping in hopes of getting him?  And did the chief judge of the District Court select him because of Trump's past criticism?  Or was it completely random?  And did Curiel go out of his way to be fair to Trump in order to prove that he  was not biased?  But no matter.  California will appeal  and the Ninth Circuit will surely throw all the principles that Curiel articulated out the window, with the support of the NYT, and the case will go forward unless SCOTUS affirms Curiel's decision in a year or so.  <br/><br/>And of course it is laughable to hear the NYT criticizing Trump for not respecting democracy and the rule of law when it is clear that the left has no respect for democracy and the rule of law.  Why don't you tell us some day how you reconcile sanctuary cities with the rule of law and democracy?   And the Constitution!",26167329,26167329,<br/>,comment,1519921724,1,0,0,Editorial,0,,26167329,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,2,,,0,approved,1,0,1519928827,Bob Richards,6462792,"Mill Valley,, CA",,,Editorial
1519928827,5a9752a2410cf7000162e8ba,1043,"No worries, El Presidente will never learn about this because Fox won't cover it.",26165946,26165946,<br/>,comment,1519916566,1,0,0,Editorial,0,,26165946,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,1,,0,,,0,approved,1,0,1519928827,vlad,4670327,nyc,,,Editorial
1519928826,5a9752a2410cf7000162e8ba,1043,"It was interesting how the media reported on Judge Curiel during the 2016 campaign. They reminded us he was born in Indiana so he is an American. He's a respected judge. Therefore, of course, he will be impartial. <br/><br/>What they failed to report on was that Judge Curiel is a member of the Hispanic Judges Association. He is a board member on the American Bar Association's Hispanic lawyer committee. He is a member of the San Diego La Raza Lawyers Association and La Raza Lawyers of California. La Raza translates to ""the race"".  <br/><br/>It's not exactly a stretch of reasonableness to question whether he might maybe, just maybe, have a little bias when it comes to issues ""Hispanic"".<br/><br/>At the same time we followed the case of Brock Turner, the Stanford student accused of sexual assault. The judge in that case, Aaron Persky, also a respected judge, was a Stanford alum. <br/><br/>When Judge Persky handed down a sentence that the media deemed to be too light, they cried foul. Out came the villagers with their pitch forks demanding Judge Persky be removed. He couldn't be impartial because of his alma mater. <br/><br/>Trump is an inarticulate, bloviating philistine. He seems to be completely paranoid about his public image and is clearly obsessed with winning even the smallest battles. But, in the words of the author Delmore Schwartz ""even paranoids have real enemies.""",26165412,26165412,<br/>,comment,1519914625,1,0,0,Editorial,0,,26165412,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,1,,,0,approved,1,0,1519928826,Johannes de Silentio,29367679,NYC,,,Editorial
1519928824,5a9752a2410cf7000162e8ba,1043,With the stipulation that nothing that Trump said was anything other than pandering that will be null as soon as the next pretty face or pile of cash enters the room.  Watching the Republicans in the room squirm as the Lord of the Flies revealed them for the NRA owned bespoke empty suits they are was shadinfroidious!,26166708,26166708,<br/>,comment,1519919397,1,0,0,Editorial,0,,26166708,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,0,,,0,approved,1,0,1519928824,Steve Scaramouche,61630627,Saint Paul,,,Editorial
1519928820,5a9752a2410cf7000162e8ba,1043,"The whole notion that a federal judge of the United States of America is anything other than, well, a US citizen was always a ridiculously ignorant and embarrasing (to himself) thing to say.  It also embarassed those who want to support him/his agenda.",26165441,26165441,<br/>,comment,1519914728,1,0,0,Editorial,0,,26165441,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,2,,0,,,0,approved,1,0,1519928820,Jon W,55895882,VA,,,Editorial
1519928797,5a9752a2410cf7000162e8ba,1043,"“It’s possible that Mr. Trump simply forgot who Judge Curiel is. More likely, he knows full well and doesn’t care.”<br/>No - he is counting on Americans’ notoriously short historical memory, betting that we will not notice yet another instance of his bottomless hypocrisy.",26167589,26167589,<br/>,comment,1519922691,1,0,0,Editorial,0,,26167589,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,1,,0,,,1,approved,1,0,1519928797,Liz Fautsch,59801431,"Encinitas, CA",,,Editorial
